"_id","_labels","atcClassification","category","class","diseaseID","drugID","ensemblID","name","ncbiID","ncbiTaxID","providedBy","semanticType","symbol","type","uniprotID","_start","_end","_type","associationType","confidenceScore","identifier","providedBy","publication","relation","type"
"10884",":Drug","L01FD03,L01FD,L01F,L01,L,Drug","HER2 Receptor Antagonists, Microtubule Inhibitors, Immunologic Factors, Cytochrome P-450 Substrates, Immunosuppressive Agents, Tubulin Modulators, Antibodies, Mitosis Modulators, Amino Acids, Peptides, and Proteins, Cancer immunotherapy, Cytochrome P-450 CYP3A4 Substrates, HER2-targeted Antibodies, Immunoproteins, Lactones, Lactams, Macrocyclic, Proteins, Antibodies, Monoclonal, Humanized, Antineoplastic Agents, Immunological, MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES, Immunotherapy, Hepatotoxic Agents, Maytansine, HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors, Immunoglobulins, Cytochrome P-450 CYP3A5 Substrates, Noxae, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index, Antibodies, Monoclonal, P-glycoprotein substrates with a Narrow Therapeutic Index, Myelosuppressive Agents, Serum Globulins, Immunotoxins, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Globulins, Immunoconjugates, Blood Proteins, Antimitotic Agents, Toxic Actions, Antibody-drug Conjugates, Trastuzumab","","","DB05773","","Trastuzumab emtansine","","","","","","Drug","",,,,,,,,,,
"10888",":Disease","","","C16;C15","C0005283","","","beta Thalassemia","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10891",":Drug","L01BC07,L01BC,L01B,L01,L,Drug","Ribonucleosides, Enzyme Inhibitors, Immunosuppressive Agents, Pyrimidine Nucleosides, Noxae, Antineoplastic and Immunomodulating Agents, Pyrimidine Analogues, Antineoplastic Agents, Cytidine Deaminase Substrates, Antimetabolites, Drugs that are Mainly Renally Excreted, Myelosuppressive Agents, Nucleic Acid Synthesis Inhibitors, Pyrimidines, Narrow Therapeutic Index Drugs, Nucleic Acids, Nucleotides, and Nucleosides, Nucleoside Metabolic Inhibitor, Aza Compounds, Nucleosides, Toxic Actions","","","DB00928","","Azacitidine","","","","","","Drug","",,,,,,,,,,
"10893",":Drug","L04AA29,L04AA,L04A,L04,L,Drug","Enzyme Inhibitors, Biologics for Rheumatoid Arthritis Treatment, Cytochrome P-450 Substrates, Immunosuppressive Agents, Janus Kinase Inhibitor, Antineoplastic and Immunomodulating Agents, Antirheumatic Agents, Cytochrome P-450 CYP3A4 Substrates, Disease-modifying Antirheumatic Agents, Selective Immunosuppressants, Myelosuppressive Agents, Cytochrome P-450 CYP2C19 Substrates, Janus Kinase 3, antagonists & inhibitors, Protein Kinase Inhibitors, Cytochrome P-450 CYP3A Substrates, Bradycardia-Causing Agents, Janus Kinase Inhibitors","","","DB08895","","Tofacitinib","","","","","","Drug","",,,,,,,,,,
"10895",":Drug","L01EX05,L01EX,L01E,L01,L,Drug","Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Tyrosine Kinase Inhibitors, Amides, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP2C9 Inhibitors, Hepatotoxic Agents, Benzene Derivatives, Bradycardia-Causing Agents, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown), Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, BCRP/ABCG2 Inhibitors, UGT1A1 Inhibitors, P-glycoprotein substrates with a Narrow Therapeutic Index, Protein Kinase Inhibitors, UGT1A9 Inhibitors, Cytochrome P-450 CYP3A Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, UGT1A9 Substrates, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), P-glycoprotein inhibitors, UGT1A9 Substrates with a Narrow Therapeutic Index, Kinase Inhibitor","","","DB08896","","Regorafenib","","","","","","Drug","",,,,,,,,,,
"10897",":Disease","","","C16;C15","C1306589","","","Congenital dyserythropoietic anemia, type II","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10900",":Disease","","","C16;C17","C0268390","","","Muckle-Wells Syndrome","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10907",":Disease","","","C16;C17","C0343068","","","Familial cold urticaria","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10916",":Disease","","","C23;C16;C10","C3266731","","","2-methyl-3-hydroxybutyric aciduria","","","","Disease or Syndrome","","phenotype","",,,,,,,,,,
"10917",":Drug","D01AE12,D01AE,D01A,D01,D,Drug;N02BA04,N02BA,N02B,N02,N,Drug;S01BC08,S01BC,S01B,S01,S,Drug;N02BA12,N02BA,N02B,N02,N,Drug","Nephrotoxic agents, Enzyme Inhibitors, Cytochrome P-450 Substrates, Sensory System Agents, Cyclooxygenase Inhibitors, Nervous System, Anti-Inflammatory Agents, Acids, Carbocyclic, Agents causing hyperkalemia, Antifungals for Dermatological Use, Non COX-2 selective NSAIDS, OATP2B1/SLCO2B1 substrates, Anti-Infective Agents, Peripheral Nervous System Agents, Analgesics, Antifungals for Topical Use, Sclerosing Solutions, Antifungal Agents, Salicylates, Keratolytic Agents, Benzene Derivatives, Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, Benzoates, Hydroxy Acids, Dermatologicals, Hydroxybenzoates, OAT1/SLC22A6 inhibitors, Ophthalmologicals, Cytochrome P-450 CYP2C9 Substrates, Anti-Inflammatory Agents, Non-Steroidal (Non-Selective), Agents that produce hypertension, Phenols, OAT3/SLC22A8 Inhibitors, Sensory Organs, Salicylic Acid and Derivatives","","","DB00936","","Salicylic acid","","","","","","Drug","",,,,,,,,,,
"10920",":Drug","S01GA04,S01GA,S01G,S01,S,Drug;D11AX27,D11AX,D11A,D11,D,Drug;R01AA05,R01AA,R01A,R01,R,Drug;R01AB07,R01AB,R01A,R01,R,Drug","Cytochrome P-450 Substrates, Increased Sympathetic Activity, Adrenergic alpha-1 Receptor Agonists, Cardiovascular Agents, Decongestants and Antiallergics, Peripheral Nervous System Agents, Adrenergic alpha-2 Receptor Agonists, Nasal Preparations, Adrenergic Agents, Sympathomimetics Used as Decongestants, Autonomic Agents, Adrenergic alpha-Agonists, Dermatologicals, Vasoconstriction, Nasal Decongestants, Agents producing tachycardia, Respiratory System Agents, Cytochrome P-450 CYP2C19 Substrates, Ophthalmologicals, Neurotransmitter Agents, Imidazoles, Sympathomimetics, Vasoconstrictor Agents, Adrenergic Agonists, Sympathomimetics, Plain, Agents that produce hypertension, UGT1A9 Substrates, Sensory Organs","","","DB00935","","Oxymetazoline","","","","","","Drug","",,,,,,,,,,
"10922",":Drug","M02AA18,M02AA,M02A,M02,M,Drug;M01AG04,M01AG,M01A,M01,M,Drug","Aminobenzoates, Nephrotoxic agents, Enzyme Inhibitors, Sensory System Agents, Cyclooxygenase Inhibitors, ortho-Aminobenzoates, Anti-Inflammatory Agents, Acids, Carbocyclic, Agents causing hyperkalemia, Non COX-2 selective NSAIDS, Drugs that are Mainly Renally Excreted, Peripheral Nervous System Agents, Thyroxine-binding globulin substrates, Fenamates, Antiinflammatory and Antirheumatic Products, Non-Steroids, Analgesics, Musculo-Skeletal System, Benzene Derivatives, Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, Benzoates, Antirheumatic Agents, Antiinflammatory Preparations, Non-Steroids for Topical Use, Topical Products for Joint and Muscular Pain, OAT1/SLC22A6 inhibitors, Antiinflammatory and Antirheumatic Products, Anti-Inflammatory Agents, Non-Steroidal (Non-Selective), Agents that produce hypertension","","","DB00939","","Meclofenamic acid","","","","","","Drug","",,,,,,,,,,
"10940",":Drug","C10BX05,C10BX,C10B,C10,C,Drug;A01AD05,A01AD,A01A,A01,A,Drug;C07FX03,C07FX,C07F,C07,C,Drug;B01AC56,B01AC,B01A,B01,B,Drug;N02AJ07,N02AJ,N02A,N02,N,Drug;B01AC06,B01AC,B01A,B01,B,Drug;C10BX08,C10BX,C10B,C10,C,Drug;C10BX01,C10BX,C10B,C10,C,Drug;C10BX02,C10BX,C10B,C10,C,Drug;C10BX12,C10BX,C10B,C10,C,Drug;C10BX06,C10BX,C10B,C10,C,Drug;N02AJ02,N02AJ,N02A,N02,N,Drug;C07FX04,C07FX,C07F,C07,C,Drug;C10BX04,C10BX,C10B,C10,C,Drug;C07FX02,C07FX,C07F,C07,C,Drug;N02AJ18,N02AJ,N02A,N02,N,Drug;N02BA71,N02BA,N02B,N02,N,Drug;N02BA51,N02BA,N02B,N02,N,Drug;M01BA03,M01BA,M01B,M01,M,Drug;N02BA01,N02BA,N02B,N02,N,Drug","Nephrotoxic agents, Blood and Blood Forming Organs, Cytochrome P-450 Substrates, Sensory System Agents, Cyclooxygenase Inhibitors, Anti-Inflammatory Agents, Acids, Carbocyclic, Agents causing hyperkalemia, Cytochrome P-450 CYP2C19 Inducers (strength unknown), Non COX-2 selective NSAIDS, Cardiovascular Agents, Drugs that are Mainly Renally Excreted, Decreased Prostaglandin Production, Peripheral Nervous System Agents, Cytochrome P-450 Enzyme Inducers, Analgesics, Alimentary Tract and Metabolism, Cytochrome P-450 CYP2C19 Inducers, Musculo-Skeletal System, Agents causing angioedema, Salicylates, Antiplatelet agents, Benzene Derivatives, Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, P-glycoprotein substrates, Hydroxybenzoates, Hematologic Agents, UGT1A6 substrate, OAT1/SLC22A6 inhibitors, P-glycoprotein inducers, Cytochrome P-450 CYP2C9 Substrates, Antiinflammatory and Antirheumatic Products, Platelet Aggregation Inhibitors Excl. Heparin, Anti-Inflammatory Agents, Non-Steroidal (Non-Selective), Decreased Platelet Aggregation, Agents that produce hypertension, OAT3/SLC22A8 Inhibitors, Salicylic Acid and Derivatives, Stomatological Preparations, Antipyretics","","","DB00945","","Acetylsalicylic acid","","","","","","Drug","",,,,,,,,,,
"10941",":Drug","B01AA04,B01AA,B01A,B01,B,Drug","Anticoagulants, Blood and Blood Forming Organs, Cytochrome P-450 Substrates, 4-Hydroxycoumarins, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Coumarins, Hematologic Agents, Benzopyrans, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index, Vitamin K Antagonists, Cytochrome P-450 CYP2C9 Substrates, Heterocyclic Compounds, Fused-Ring, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Vitamin K Inhibitors, Cytochrome P-450 CYP2C8 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C8 Substrates, Pyrans","","","DB00946","","Phenprocoumon","","","","","","Drug","",,,,,,,,,,
"10942",":Disease","","","C16;C18;C10;C14","C2751536","","","CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10943",":Drug","N03AX10,N03AX,N03A,N03,N,Drug","Acids, Acyclic, QTc Prolonging Agents, Decreased Central Nervous System Disorganized Electrical Activity, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Cytochrome P-450 CYP3A Inducers, Phenylcarbamates, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (moderate), Cytochrome P-450 CYP3A4 Substrates, Anti-epileptic Agent, Alcohols, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 CYP2C9 Inhibitors, Potential QTc-Prolonging Agents, Excitatory Amino Acid Agents, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A4 Inducers, Propylene Glycols, Cytochrome P-450 CYP3A4 Inducers (weak), Neurotransmitter Agents, Anticonvulsants, Cytochrome P-450 CYP3A Substrates, Central Nervous System Depressants, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), NMDA Receptor Antagonists, Carbamates, Glycols, Central Nervous System Agents, Excitatory Amino Acid Antagonists","","","DB00949","","Felbamate","","","","","","Drug","",,,,,,,,,,
"10944",":Drug","Drug","Antigens, Biological Factors, Cell-mediated Immunity, Tuberculosis, Laboratory Chemicals, Indicators and Reagents, Antigens, Bacterial, Antihistamine Drugs, Tuberculin, Skin Test Antigen, Compounds used in a research, industrial, or household setting, Tuberculosis Skin Test","","","DB11601","","Tuberculin purified protein derivative","","","","","","Drug","",,,,,,,,,,
"10949",":Drug","Drug","Plant Exudates, Burseraceae, Biopolymers, Macromolecular Substances, Complex Mixtures, Eukaryota, Biological Products, Embryophyta, Polymers, Commiphora, Tracheophyta, Angiosperms, Streptophyta, Viridiplantae","","","DB11605","","Myrrh","","","","","","Drug","",,,,,,,,,,
"10950",":Disease","","","C16;C15","C0002875","","","Cooley's anemia","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10953",":Disease","","","C16;C15","C1858990","","","Beta Thalassemia, Dominant Inclusion Body Type","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10954",":Drug","Drug","Hemostatics, Human Antihemophilic Factors","","","DB11607","","Efmoroctocog alfa","","","","","","Drug","",,,,,,,,,,
"10958",":Drug","B02BD14,B02BD,B02B,B02,B,Drug","Blood and Blood Forming Organs, Blood Coagulation Factors, Hemostatics","","","DB11606","","Susoctocog alfa","","","","","","Drug","",,,,,,,,,,
"10965",":Disease","","","C15","C1853286","","","Erythrocytosis, Familial, 3","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10967",":Drug","D07AA01,D07AA,D07A,D07,D,Drug;D10AA02,D10AA,D10A,D10,D,Drug;H02AB04,H02AB,H02A,H02,H,Drug;S01CA08,S01CA,S01C,S01,S,Drug;H02BX01,H02BX,H02B,H02,H,Drug;D07CA02,D07CA,D07C,D07,D,Drug","Neuroprotective Agents, Corticosteroids, Dermatological Preparations, Cytochrome P-450 Substrates, Immunosuppressive Agents, Adrenal Cortex Hormones, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP2C19 Inducers (strength unknown), Cytochrome P-450 CYP2B6 Inducers (strength unknown), Experimental Unapproved Treatments for COVID-19, Hormones, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP2C9 Inducers (strength unknown), Peripheral Nervous System Agents, Cytochrome P-450 CYP2C19 Inducers, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins, Corticosteroid Hormone Receptor Agonists, Corticosteroids for Systemic Use, Pregnadienetriols, Corticosteroids, Corticosteroids for Systemic Use, Plain, Pregnadienes, Corticosteroids, Weak (Group I), Protective Agents, Cytochrome P-450 CYP3A4 Inducers, Ophthalmologicals, Antiemetics, Pregnanes, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP2C8 Inducers, Anti-Inflammatory Agents, Fused-Ring Compounds, Cytochrome P-450 Enzyme Inducers, Adrenals, Cytochrome P-450 CYP2B6 Inducers, Compounds used in a research, industrial, or household setting, Gastrointestinal Agents, Autonomic Agents, Cytochrome P-450 CYP2A6 Inducers, Hormones, Hormone Substitutes, and Hormone Antagonists, P-glycoprotein substrates, Dermatologicals, Antineoplastic Agents, Anti-Acne Preparations, P-glycoprotein inducers, Cytochrome P-450 CYP3A Substrates, Central Nervous System Agents, Cytochrome P-450 CYP2C9 Inducers, Sensory Organs, Hyperglycemia-Associated Agents, Anti-Acne Preparations for Topical Use, Steroids","","","DB00959","","Methylprednisolone","","","","","","Drug","",,,,,,,,,,
"10975",":Disease","","","F03","C0338656","","","Impaired cognition","","","","Mental or Behavioral Dysfunction","","disease","",,,,,,,,,,
"10981",":Drug","C01CA27,C01CA,C01C,C01,C,Drug","Amines, Adrenergic alpha-1 Receptor Agonists, Amino Acids, Peptides, and Proteins, Adrenergic beta-2 Receptor Agonists, Drugs that are Mainly Renally Excreted, Anti-Dyskinesia Agents, Adrenergic alpha-2 Receptor Agonists, Increased Blood Pressure, Adrenergic beta-1 Receptor Agonists, Benzene Derivatives, Amino Acids, Neutral, Adrenergic alpha-Agonists, Epinephrine and similars, Agents producing tachycardia, Catecholamines, Catechols, Adrenergic and Dopaminergic Agents, Amino Acids, Adrenergic beta-Agonists, Adrenergic Agonists, Cardiac Stimulants Excl. Cardiac Glycosides, Agents that produce hypertension, Phenols, Central Nervous System Agents, Cardiac Therapy, Adrenergic beta-3 Receptor Agonists","","","DB06262","","Droxidopa","","","","","","Drug","",,,,,,,,,,
"10983",":Disease","","","C16;C18;C10;C14","C2931672","","","Cerebral hemorrhage with amyloidosis, hereditary, Dutch type","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10992",":Drug","S01BC11,S01BC,S01B,S01,S,Drug","Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, Nephrotoxic agents, Sensory System Agents, Cyclooxygenase Inhibitors, Ketones, Anti-Inflammatory Agents, Agents causing hyperkalemia, Antirheumatic Agents, Hydrocarbons, Halogenated, Selective Cyclooxygenase 2 Inhibitors (NSAIDs), Peripheral Nervous System Agents, Ophthalmologicals, Analgesics, Anti-Inflammatory Agents, Non-Steroidal (Non-Selective), Central Nervous System Agents, Sensory Organs, Hydrocarbons, Brominated, Benzene Derivatives","","","DB00963","","Bromfenac","","","","","","Drug","",,,,,,,,,,
"10993",":Disease","","","C16;C15","C0700299","","","Heinz Body Anemias","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10996",":Disease","","","C16;C15","C3161174","","","Hemoglobin H Disease","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"10998",":Disease","","","C16;C15","C0019025","","","Hemoglobin F Disease","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"11000",":Drug","L01EN04,L01EN,L01E,L01,L,Drug","Cytochrome P-450 CYP2C9 Substrates, Protein Kinase Inhibitors, BCRP/ABCG2 Substrates, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A Substrates, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A4 Substrates, P-glycoprotein inhibitors","","","DB15149","","Futibatinib","","","","","","Drug","",,,,,,,,,,
"11003",":Drug","V04CK02,V04CK,V04C,V04,V,Drug","OATP1B1/SLCO1B1 Inhibitors, Hormones, Hormone Substitutes, and Hormone Antagonists, Peptides, Gastrointestinal Hormones, Organic Anion Transporting Polypeptide 2B1 Inhibitors, Amino Acids, Peptides, and Proteins, OATP1B3 substrates, Hormones, Cholecystokinin, agonists, Cholecystokinin, antagonists & inhibitors, Cholagogues and Choleretics, OATP1B1/SLCO1B1 Substrates, Diagnostic Agents, Tests for Pancreatic Function, Gastrointestinal Agents","","","DB08862","","Cholecystokinin","","","","","","Drug","",,,,,,,,,,
"11007",":Drug","G04CA04,G04CA,G04C,G04,G,Drug","Cytochrome P-450 Substrates, Adrenergic alpha-Antagonists, P-glycoprotein substrates, Genito Urinary System and Sex Hormones, Peripheral alpha-1 blockers, Urologicals, Cytochrome P-450 CYP3A4 Substrates, Genitourinary Agents, Selective Alfa-1-adrenergic Blocking Agents, Urological Agents, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, UGT2B7 substrates, Cytochrome P-450 CYP3A Substrates, Adrenergic Antagonists, Adrenergic alpha-1 Receptor Antagonists, Drugs Used in Benign Prostatic Hypertrophy, Adrenergic Agents","","","DB06207","","Silodosin","","","","","","Drug","",,,,,,,,,,
"11010",":Disease","","","C16;C15","C0002876","","","Congenital dyserythropoietic anemia","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"11011",":Drug","L04AA27,L04AA,L04A,L04,L,Drug","Immunologic Factors, Cytochrome P-450 CYP2E1 Substrates, Amines, Cytochrome P-450 Substrates, Immunosuppressive Agents, Antineoplastic and Immunomodulating Agents, Experimental Unapproved Treatments for COVID-19, Amino Alcohols, Propylene Glycols, Selective Immunosuppressants, Alcohols, P-glycoprotein inducers, Sphingosine 1 Phosphate Receptor Modulators, Sphingosine 1-phosphate Receptor Modulator, Glycols, Immunomodulatory Agents, P-glycoprotein inhibitors, Bradycardia-Causing Agents","","","DB08868","","Fingolimod","","","","","","Drug","",,,,,,,,,,
"11013",":Drug","A10BD13,A10BD,A10B,A10,A,Drug;A10BD09,A10BD,A10B,A10,A,Drug;A10BH04,A10BH,A10B,A10,A,Drug","Enzyme Inhibitors, Cytochrome P-450 Substrates, Hormones, Hormone Substitutes, and Hormone Antagonists, Protease Inhibitors, Pyrimidinones, Blood Glucose Lowering Agents, Hormones, Cytochrome P-450 CYP3A4 Substrates, DPP-IV Inhibitors, Drugs that are Mainly Renally Excreted, Incretins, Pyrimidines, Cytochrome P-450 CYP3A Substrates, Alimentary Tract and Metabolism, Drugs Used in Diabetes, Agents causing angioedema, Cytochrome P-450 CYP2D6 Substrates, Oral Hypoglycemics","","","DB06203","","Alogliptin","","","","","","Drug","",,,,,,,,,,
"11020",":Drug","L01ED01,L01ED,L01E,L01,L,Drug","Aminopyridines, QTc Prolonging Agents, Enzyme Inhibitors, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (moderate), Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Anaplastic lymphoma kinase (ALK) inhibitors, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Piperidines, Bradycardia-Causing Agents, Pyridines, Cytochrome P-450 CYP3A5 Inhibitors (strength unknown), Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Cytochrome P-450 CYP3A5 Inhibitors, Antineoplastic Agents, Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index, Moderate Risk QTc-Prolonging Agents, P-glycoprotein substrates with a Narrow Therapeutic Index, Protein Kinase Inhibitors, Cytochrome P-450 CYP3A Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, OCT2 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Organic Cation Transporter 1 Inhibitors, Receptor Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), P-glycoprotein inhibitors, Kinase Inhibitor","","","DB08865","","Crizotinib","","","","","","Drug","",,,,,,,,,,
"11022",":Drug","J05AF02,J05AF,J05A,J05,J,Drug","Ribonucleosides, Enzyme Inhibitors, OAT1/SLC22A6 Substrates, Dideoxynucleosides, Anti-Infective Agents, Drugs that are Mainly Renally Excreted, Antivirals for Systemic Use, Direct Acting Antivirals, Purines, Nucleic Acid Synthesis Inhibitors, Nucleic Acids, Nucleotides, and Nucleosides, Nucleoside Reverse Transcriptase Inhibitors, Neurotoxic agents, Noxae, Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor, Anti-Retroviral Agents, Antiviral Agents, Anti-HIV Agents, Purine Nucleosides, Antiinfectives for Systemic Use, Antimetabolites, Heterocyclic Compounds, Fused-Ring, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors, Nucleosides, Toxic Actions, Deoxyribonucleosides, Reverse Transcriptase Inhibitors","","","DB00900","","Didanosine","","","","","","Drug","",,,,,,,,,,
"11023",":Disease","","","C18;C10;C14","C0085220","","","Cerebral Amyloid Angiopathy","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"11024",":Disease","","","C10;F03","C0750901","","","Alzheimer Disease, Early Onset","","","","Disease or Syndrome","","disease","",,,,,,,,,,
"11026",":Drug","C03CC01,C03CC,C03C,C03,C,Drug","Nephrotoxic agents, Acids, Acyclic, Enzyme Inhibitors, High-Ceiling Diuretics, Hydroxy Acids, Sodium Potassium Chloride Symporter Inhibitors, Phenoxyacetates, Ototoxic agents, Hypotensive Agents, Agents that produce neuromuscular block (indirect), Acetates, OAT1/SLC22A6 inhibitors, Glycolates, Aryloxyacetic Acid Derivatives, Diuretics, Natriuretic Agents, Hyperglycemia-Associated Agents, Increased Diuresis at Loop of Henle, Non Potassium Sparing Diuretics","","","DB00903","","Etacrynic acid","","","","","","Drug","",,,,,,,,,,
"11027",":Disease","","","C23;C16;C13;C20;C15","C0020305","","","Hydrops Fetalis","","","","Disease or Syndrome","","disease","",,,,,,,,,,
